34804,85,633,272,764
5704,-9,618,706,1203
32082,40,422,261,578
25757,287,297,992,791
18505,33,585,93,633
7318,75,685,365,946
4673,29,242,689,705
21769,185,514,655,1117
9489,28,677,451,1220
24538,54,1517,112,1569
7384,82,928,388,1142
24633,151,935,891,1454
25034,299,559,792,1004
17723,18,501,39,519
13593,162,331,623,701
1565,61,716,227,833
20434,50,915,237,1065
16335,56,96,886,678
15874,93,558,323,853
723,76,169,910,754
32102,155,689,436,915
20248,50,622,172,733
30546,47,1130,381,1364
22107,39,539,270,678
3449,41,764,603,1158
227,216,837,863,1355
5142,165,619,578,992
7989,34,579,692,1018
18682,49,1058,219,1277
17528,28,565,428,845
29504,80,836,528,1239
31194,75,595,643,1106
1476,164,493,514,808
19910,149,952,440,1157
2949,84,982,318,1146
29298,41,407,217,607
35973,86,914,131,971
33435,17,149,928,879
35978,51,606,534,944
27402,124,701,662,1078
2528,89,403,403,655
27608,55,868,151,945
8948,38,370,938,1001
26008,42,551,356,771
19197,37,475,344,869
19985,36,725,126,788
34340,46,674,458,1004
32736,19,368,424,652
10820,31,658,35,661
19253,73,1238,330,1444
21593,65,836,352,1038
8065,44,1096,683,1593
19632,49,682,1039,1474
1136,240,764,805,1216
9762,70,1116,172,1190
26645,56,476,831,1019
28770,70,879,732,1475
24880,39,770,366,967
20615,84,605,550,1071
19707,21,572,228,717
17436,59,1075,282,1232
20624,208,200,669,615
18847,11,213,690,645
23811,160,561,856,1048
5692,32,553,195,700
8126,123,288,913,920
31313,35,426,395,715
5066,25,701,26,701
27957,151,695,517,915
12283,95,377,728,820
507,152,257,982,839
28171,23,450,379,736
28239,164,879,577,1252
23018,43,1107,255,1256
4192,28,744,742,1173
7884,140,734,684,1061
27742,9,235,585,697
2869,28,505,52,524
10913,31,572,134,634
13610,39,1028,996,1698
6244,147,884,452,1159
17671,66,964,487,1260
32958,40,728,353,947
1425,61,809,162,880
14459,53,412,664,840
8955,44,686,154,764
492,90,1083,254,1214
6821,67,1014,430,1341
10532,105,585,885,1209
18454,51,990,232,1170
22206,111,771,669,1218
15382,31,256,659,696
2081,50,236,401,483
4033,30,592,353,819
11735,42,750,72,775
30098,60,884,344,1111
29675,34,538,352,825
9893,32,530,47,541
17171,23,414,1017,1110
19,28,559,130,712
7581,18,482,115,541
5361,10,245,547,675
16288,252,372,849,790
12545,51,645,173,740
11612,48,1017,602,1387
4593,126,391,621,787
34796,42,431,242,552
17130,36,734,147,813
22771,47,271,817,811
4682,35,794,66,820
8647,109,718,670,1111
15732,36,637,577,1017
1542,151,788,487,1123
5236,35,640,342,855
18175,68,952,190,1038
6109,59,1088,466,1545
6853,229,365,655,790
15290,53,873,86,900
20312,22,425,557,854
24081,46,927,267,1125
31435,66,1062,272,1248
30913,36,692,287,897
1306,19,422,277,603
8562,52,407,676,844
26923,80,757,800,1333
28416,31,528,751,1032
707,44,813,74,837
25083,64,473,599,848
28809,68,809,660,1284
19808,31,611,905,1397
32812,54,1386,124,1435
5489,20,224,707,705
33873,109,823,791,1369
3419,96,815,753,1275
17578,41,700,211,802
19548,35,783,567,1156
28275,34,477,869,1062
22865,-82,68,893,778
27029,104,558,716,1035
15596,104,908,501,1187
5380,21,594,29,599
13515,40,305,890,985
5970,22,364,282,547
29169,31,758,607,1162
21540,148,771,824,1380
15418,40,671,691,1062
3864,94,310,690,727
5225,20,523,691,926
10339,122,159,619,607
399,78,746,404,1113
17861,281,538,864,1063
34085,291,632,554,970
11147,177,460,973,1017
35682,54,1477,74,1490
17239,28,617,430,979
11275,30,324,401,622
15455,174,725,1024,1321
8182,129,692,572,1092
18410,27,683,238,832
4294,75,462,992,1196
12559,43,680,129,790
24505,65,729,758,1284
31294,64,892,264,1072
22378,85,650,903,1223
2288,33,503,124,577
30745,23,466,328,680
18662,26,499,316,673
27602,31,398,508,732
17640,122,732,338,1009
29774,27,481,117,553
27347,43,658,77,682
28128,58,955,763,1519
8578,53,917,125,975
1323,62,320,693,825
7693,92,554,886,1189
18593,40,637,258,790
13457,54,962,417,1289
24672,31,609,672,1122
16449,43,767,405,985
4462,84,1092,366,1346
12249,81,625,796,1197
5856,270,336,837,790
14310,45,946,442,1224
33605,292,538,690,897
1508,83,822,421,1093
1582,24,411,244,566
156,74,803,159,880
8199,73,386,299,567
2440,152,555,583,858
22572,50,999,194,1143
16038,94,514,424,778
2075,7,164,882,777
14564,29,627,269,795
18101,104,736,694,1267
10712,18,396,745,1051
2226,48,953,391,1228
247,46,620,180,741
21454,167,315,988,973
15569,37,1025,49,1034
34000,76,893,113,934
19192,95,313,446,560
31420,26,704,513,1045
22103,42,1152,448,1477
6516,36,758,210,880
34655,52,1308,282,1470
35695,63,444,495,833
17858,93,577,738,1093
4034,88,475,255,642
34465,42,321,699,781
26948,136,450,462,711
30482,64,798,719,1257
12662,46,598,376,863
33980,49,717,183,811
27986,48,620,234,770
20021,84,605,498,928
29822,21,294,587,930
25997,29,524,237,691
22886,49,1303,404,1552
32525,60,906,494,1167
6163,30,410,804,952
22679,21,383,791,923
33016,32,558,450,934
24247,129,488,870,933
13751,10,221,526,582
2766,35,562,450,853
24143,34,707,589,1096
2724,29,514,325,692
18,126,660,763,1107
32636,54,707,260,892
13115,97,511,1011,1243
28619,42,780,606,1175
13720,79,743,576,1301
3770,38,635,300,819
8204,19,335,155,431
13162,192,800,782,1331
19413,33,407,178,509
15677,101,780,271,933
1650,35,595,226,729
311,113,593,575,1121
33868,144,264,494,544
35544,26,570,406,836
35512,26,938,212,1105
23528,40,886,531,1181
31794,40,540,958,1091
18191,51,1369,86,1398
23477,63,989,213,1095
19469,34,720,409,1020
14077,31,168,844,819
16465,21,219,727,855
7133,63,142,576,605
23003,22,430,122,500
24639,39,619,384,861
23404,27,284,902,897
31746,43,805,861,1378
1620,108,314,949,903
29674,27,666,213,853
14376,55,784,178,883
4693,48,638,584,1014
24267,28,614,108,671
11410,70,619,738,1154
28493,79,431,507,774
3079,16,351,96,423
8108,17,322,860,913
21099,98,1165,322,1367
19999,283,639,541,928
8610,41,465,305,702
22053,55,190,770,762
5588,21,777,653,1488
16477,19,394,310,598
18723,49,898,139,979
8761,50,901,71,924
2740,-36,217,767,802
10195,25,495,111,564
21011,17,429,354,665
7279,6,399,348,838
32588,85,478,708,977
20310,40,799,245,964
23358,34,734,477,1176
24552,47,363,505,638
12275,18,315,115,383
5332,23,660,888,1266
23444,66,412,424,663
25351,44,1166,386,1372
29828,78,1125,157,1204
2276,34,784,123,898
12851,61,784,291,945
17202,68,687,226,798
17735,81,848,284,1011
421,50,924,246,1062
21818,44,876,210,987
28007,36,557,316,782
31791,248,696,632,1080
11380,76,780,408,1153
24587,53,677,232,789
21720,33,567,119,645
23078,101,424,381,648
2381,47,253,682,1070
29285,64,908,120,942
20159,38,632,715,1174
30500,64,361,172,437
9951,19,197,859,869
7506,36,993,41,997
28577,100,695,410,943
24173,78,487,648,887
17717,67,241,422,561
9628,37,630,211,752
20605,40,694,85,726
8189,79,1471,155,1556
28208,17,342,333,564
26896,49,694,936,1315
1003,48,609,313,795
10864,42,919,455,1208
8799,45,873,363,1159
27242,36,776,523,1166
35660,13,235,517,588
21169,86,488,294,655
18573,73,702,269,876
27230,167,122,941,819
13156,21,369,399,596
20465,35,661,432,939
15749,129,450,701,918
215,228,621,828,1041
30777,104,1210,320,1404
14178,36,745,239,888
27685,97,126,997,667
35307,4,316,298,580
28694,90,413,600,770
179,123,490,342,708
3357,33,688,80,726
1534,153,510,695,944
20798,83,1075,416,1449
31808,102,196,836,784
24919,39,659,354,880
21545,234,583,860,1021
14152,25,505,585,842
19649,48,853,65,868
20836,39,952,289,1233
14821,30,189,550,606
32323,88,758,322,922
8950,124,223,926,865
30498,21,417,259,584
25513,30,759,218,891
14033,21,363,186,549
18535,189,706,705,1171
6668,46,851,404,1174
2476,37,101,748,599
27003,29,612,439,899
9539,32,882,380,1126
26394,28,418,399,679
4099,50,835,397,1113
24260,73,814,155,881
27338,40,934,798,1465
7838,82,249,446,794
28516,163,135,717,634
5383,32,630,175,731
34958,140,175,683,620
33736,39,838,227,970
9842,12,355,539,947
7418,32,593,140,669
4195,71,1065,676,1489
1202,124,749,278,888
20324,30,399,470,752
35021,36,436,120,495
19276,27,560,233,746
18781,49,858,287,1017
19608,27,333,614,744
17064,36,604,94,656
2513,35,522,149,602
34122,209,334,589,638
33,21,395,413,670
27172,42,879,63,894
17550,41,739,714,1210
24861,67,475,639,989
29961,32,450,175,610
4396,199,527,940,1121
35128,28,465,105,519
29976,66,393,145,483
34284,35,624,815,1171
163,21,327,212,462
24928,47,847,105,882
25331,16,243,226,391
29743,44,499,531,889
2807,45,991,300,1220
7778,50,999,180,1104
21960,177,633,741,1028
35227,15,637,765,1238
23395,47,222,837,775
12300,45,742,892,1420
18645,19,620,282,882
10634,21,394,591,711
5496,40,576,675,1085
13413,70,391,380,640
31040,45,752,140,819
25875,39,523,171,643
3252,107,888,673,1242
5143,177,673,978,1234
11211,19,273,986,950
1314,177,656,893,1229
1892,12,307,685,846
19204,75,309,763,860
17462,89,453,723,960
32086,21,426,96,523
3110,51,673,482,975
30883,60,579,723,1110
3028,81,356,713,862
14844,226,629,683,1003
22822,48,790,421,1014
27665,39,354,268,557
20871,157,809,624,1137
33144,52,812,187,920
25046,48,676,115,724
21927,44,372,804,980
21618,48,679,161,770
34471,50,740,623,1142
1293,32,500,282,726
35966,42,585,957,1226
21977,18,384,53,416
8490,51,510,778,946
23225,96,1083,266,1236
225,39,706,106,754
4063,46,688,634,1159
9306,51,511,237,660
25130,33,665,299,852
21621,71,710,461,1061
1384,27,420,185,515
459,19,333,229,480
33086,79,950,556,1284
9606,35,603,295,812
20618,102,1002,345,1197
35110,20,999,673,1733
7939,42,522,277,734
16612,55,105,793,696
1263,61,750,872,1237
442,33,673,208,813
33972,43,547,738,965
3747,181,679,567,989
21830,56,680,130,739
26192,19,355,163,467
18588,23,229,609,639
29009,96,223,770,696
25482,31,407,298,594
6544,39,650,271,813
7629,46,751,131,846
16510,34,524,309,745
16036,32,833,60,875
21382,94,138,775,684
32171,221,450,775,894
10052,23,546,803,1171
19642,100,606,288,738
23911,28,416,294,652
28153,92,254,419,549
29098,91,852,423,1118
275,19,470,743,977
32394,45,571,616,914
23357,57,231,383,524
18998,49,811,69,828
28177,49,1130,522,1509
7856,21,297,134,399
31011,65,667,879,1156
2644,32,733,110,803
24873,83,431,668,1182
19160,29,356,604,817
1729,92,435,798,1001
35685,85,221,962,835
35020,80,140,534,651
8319,25,524,471,871
28946,49,383,990,1042
2434,37,749,298,932
17635,89,1132,524,1480
22599,76,1162,455,1589
19461,36,171,987,932
13369,63,959,393,1223
25856,110,792,666,1237
11913,133,184,876,779
164,-4,146,423,627
18590,52,944,72,962
16857,41,676,68,695
22681,21,284,592,684
631,178,564,870,1118
16688,56,624,917,1250
17383,83,955,202,1048
25430,182,304,531,653
30300,111,501,954,1091
34455,42,353,450,680
1216,117,568,667,1064
15170,60,562,340,759
1187,79,616,804,1124
14254,78,855,256,1033
15685,41,702,901,1304
4997,38,1354,342,1557
5100,12,268,582,667
13288,27,490,197,609
8446,172,505,644,884
25739,37,478,752,979
146,54,755,598,1117
23531,25,376,709,924
6770,51,1232,382,1604
4790,12,279,683,884
29476,43,961,477,1266
30907,142,544,352,733
1065,61,863,383,1089
5314,66,422,789,1001
8465,76,436,359,663
27193,43,594,687,1045
18735,19,140,903,759
2669,31,483,611,889
9444,57,740,258,881
32920,49,1013,267,1258
31453,36,719,190,873
5913,59,154,567,611
16278,12,262,598,672
62,35,826,638,1248
4625,32,624,58,648
10723,51,604,964,1244
26427,52,437,665,1127
9098,16,225,692,699
3769,51,200,933,906
23012,44,408,496,771
35118,52,655,508,975
5271,38,292,778,1125
5461,28,510,328,721
16996,150,90,635,430
1408,33,590,706,1061
11463,130,751,467,987
29814,29,488,454,819
4585,94,420,670,824
6658,97,387,417,675
27833,23,382,876,980
19070,104,1171,646,1605
33560,54,848,106,890
186,82,927,1027,1589
1279,70,199,862,754
21579,46,1204,206,1333
5740,47,869,161,949
11468,33,352,135,416
19414,52,714,752,1275
16625,41,1152,313,1424
27094,109,848,631,1162
29084,37,390,199,536
33746,112,800,522,1087
28010,45,930,132,1000
7888,133,218,780,736
23731,35,331,162,433
35514,26,459,108,517
10983,53,854,324,1044
15156,76,1320,266,1453
25405,214,206,619,611
21446,291,102,782,545
10280,229,933,586,1341
22118,15,400,727,1111
30679,35,633,143,754
19221,45,907,413,1202
11736,54,628,509,993
3232,37,348,274,515
12504,48,1046,890,1582
25476,40,796,141,878
24532,24,369,220,478
21153,123,334,747,772
3665,51,870,334,1069
8937,23,603,128,688
24266,32,771,294,928
114,38,570,227,759
27918,9,168,755,690
1364,52,431,806,1034
15391,140,463,613,842
19263,77,605,320,767
23237,43,696,307,881
13884,83,543,475,857
31363,38,282,240,424
15169,61,334,665,1239
1406,47,759,275,942
9216,38,791,46,798
20791,87,1334,313,1588
22168,57,284,689,727
5520,89,435,684,912
18470,21,265,934,1087
16543,-12,652,524,1043
29271,135,642,392,822
4724,37,547,243,691
30503,38,251,502,622
8516,24,406,269,627
7448,110,452,848,969
8841,27,586,447,922
15774,39,659,320,885
24349,37,684,370,944
6520,35,488,988,1251
28850,44,373,420,637
34483,56,1155,690,1599
25296,216,314,692,743
28072,50,853,74,870
5681,32,557,158,633
33138,61,394,873,1044
3895,13,152,761,751
22657,30,523,846,1258
30633,74,1271,627,1714
15912,38,655,54,668
5568,54,693,356,905
31479,18,515,698,1060
8200,85,280,771,761
25426,39,426,834,903
22412,32,850,644,1279
18822,39,741,724,1221
34143,59,586,570,944
16002,48,475,828,1099
6822,255,542,747,1095
22928,40,1198,780,1717
11365,215,459,646,762
25720,30,423,254,586
3301,56,1009,186,1101
2874,8,150,939,709
7683,59,421,385,683
12448,44,552,874,1133
5620,35,652,60,677
23164,52,418,274,596
31954,251,784,953,1276
20552,33,699,491,1020
8280,56,420,961,1054
1748,91,469,505,801
26121,21,343,447,641
4592,50,908,61,918
34652,94,882,664,1452
6254,42,633,209,717
29284,50,1370,60,1380
5747,19,390,409,702
30935,129,445,699,902
432,52,846,297,1018
32282,41,627,126,679
13921,96,788,516,1124
8358,26,390,36,397
33300,415,391,1021,1171
